Time [s],CA left [°],CA right [°],CA mean [°],Volume [μl],Baseline [mm]
0.0,54.469544688303074,54.61091032224566,54.540227505274366,0.3062712559062286,1.4267687026108584
0.0492089999999999,54.362999761991496,54.37934381384532,54.371171787918406,0.304508552254711,1.4256850878935834
0.098382,54.33282513197671,54.37909782678015,54.35596147937843,0.3022448708254546,1.425575059841821
0.1475769999999999,54.27932776969677,54.38899893723754,54.334163353467154,0.3038309863431286,1.4253222094774858
0.196786,54.3661951024752,54.65444032257087,54.51031771252303,0.3064182698487085,1.425533445046356
0.245976,54.417338389491775,54.50345032407641,54.46039435678409,0.3028652416639382,1.4260453747649982
0.295186,54.58034872240688,54.46069911086936,54.520523916638126,0.3024939878357812,1.4267177079826827
0.344372,54.37228512325223,54.41453562863019,54.39341037594121,0.3027420764356962,1.4254336291388092
0.3935789999999999,54.31120438609253,54.40655346276718,54.35887892442985,0.3033629061539199,1.4249870022687434
0.442789,54.27525849542799,54.51117223858185,54.39321536700492,0.305805045146137,1.4256488229603117
0.4920199999999999,54.46237016392836,54.57376937774123,54.5180697708348,0.3051902059492658,1.4271824637040744
0.541223,54.33223103347803,54.52296843359148,54.42759973353476,0.3067644756838205,1.426676052061549
0.590409,54.29874278674093,54.44907935591429,54.37391107132761,0.3036603413710876,1.42467480966343
0.6395799999999999,54.16615638783415,54.48266275097961,54.32440956940688,0.3061268933481699,1.425010415107981
0.688827,54.25247588321569,54.28839323284191,54.2704345580288,0.3015632831921588,1.4253439459009802
0.7380639999999999,54.348991486766266,54.31537867321857,54.33218507999241,0.2988975543802895,1.424867424492379
0.7872669999999999,54.34596811619351,54.56565426653311,54.45581119136331,0.3087633842459345,1.4264382494382175
0.836777,54.11006656214991,54.62186215200588,54.3659643570779,0.3100133764452141,1.4254855748633992
0.8856379999999999,54.477975360022334,54.48223643859799,54.48010589931016,0.3043019335972899,1.427922982782896
0.934871,54.56081074232239,54.44242399467251,54.50161736849745,0.2995308017296242,1.4274988788865826
0.984037,54.45733601865634,54.54343899297604,54.50038750581619,0.3051618996234957,1.426472707125843
1.033284,54.28235863326029,54.535289746157,54.40882418970864,0.3063911628034202,1.424872545390403
1.082438,54.28929586615452,54.399365951761176,54.34433090895784,0.3019194072706244,1.4255055149426283
1.131641,54.429005172161474,54.52796895266653,54.478487062414,0.3028677035378765,1.4255012534687208
1.180864,54.3768553733512,54.379684196648505,54.37826978499985,0.30246648942603,1.4254209120183463
1.2301419999999998,54.28239409335029,54.54428643358672,54.4133402634685,0.3079639460472586,1.4258196487883208
1.2792329999999998,54.44201937211344,54.6457706661927,54.54389501915307,0.3053956308952576,1.42756636012646
1.3285129999999998,54.27344964883418,54.57969063424068,54.42657014153743,0.3082891203732824,1.4272266739529078
