Time [s],CA left [°],CA right [°],CA mean [°],Volume [μl],Baseline [mm]
0.0,75.35812563873836,76.50427912479752,75.93120238176795,0.3114652431686941,1.1976460107992826
0.049246,75.94375062912113,76.97640295320005,76.46007679116059,0.3150317307891833,1.198648177690229
0.0984329999999999,75.47586110308477,76.55283489322586,76.01434799815532,0.3119084079198484,1.1981291522871087
0.147637,75.21450426191456,76.17968762785672,75.69709594488563,0.3092219812051066,1.1972779710430197
0.196812,75.83062162393522,76.88768421542339,76.3591529196793,0.3138957198371211,1.198591811029733
0.246085,75.13722104144857,76.38371770922639,75.76046937533748,0.3102229337733501,1.1967393513003983
0.2953199999999999,75.37206260989763,76.41298396029508,75.89252328509636,0.3118715691034667,1.1981168852938264
0.344456,75.43336173475889,76.46954090626333,75.95145132051111,0.3131187315787916,1.1980267472738484
0.393624,75.69788939268334,76.75153042041889,76.22470990655111,0.3138053884432469,1.1979112498609463
0.442885,75.34796316339131,76.75828868744404,76.05312592541767,0.3153718852618005,1.1978141704239649
0.4920509999999999,75.58436151368848,76.67333647180318,76.12884899274583,0.3152766411707836,1.1987810830650365
0.5412669999999999,75.42110310711142,76.32997402239711,75.87553856475427,0.3104526130655846,1.1974374752930907
0.590464,75.60440906390089,76.41098527064307,76.00769716727197,0.30940956954105,1.197915512888328
0.6396459999999999,75.42206311813133,76.45315503289349,75.93760907551241,0.3097096840983593,1.197474427690542
0.688912,75.78353533706026,76.72196435855903,76.25274984780964,0.3112519661590066,1.1980379769571796
0.7381749999999999,75.56296886587387,76.52851673911077,76.04574280249233,0.3095109626826931,1.197431171080308
0.7872819999999999,75.79165190013703,76.61053047734354,76.20109118874029,0.309317545854924,1.1980299971831472
0.836476,75.58645284026402,76.24212287615671,75.91428785821037,0.3073317974808179,1.1975437558927235
0.8857689999999999,75.44884209635522,76.86741933378676,76.158130715071,0.3178542478632009,1.1985351496928829
0.934889,75.26854466813123,76.91088097757643,76.08971282285383,0.3220412741870146,1.198104129140846
0.984081,75.04035664738475,76.84103189749865,75.9406942724417,0.3209769103569342,1.1974148406800338
1.033316,75.3920390521391,76.85486881772805,76.12345393493356,0.3185810155139578,1.1979511621962862
1.082514,75.93103976128522,76.97911792696127,76.45507884412325,0.3151832203855002,1.19886454946605
1.131706,75.7299954153197,76.50174219569307,76.11586880550638,0.3063029981778519,1.197636885506564
1.180938,75.84166581059887,76.32911740431618,76.08539160745752,0.3047872007939219,1.1979677637492383
1.230239,75.68117657576553,76.3634123644608,76.02229447011317,0.306175110873327,1.1978846559592145
1.2793679999999998,75.8604258143459,76.52958188114037,76.19500384774314,0.3095585381774048,1.197943660974143
1.328519,75.45183223057623,76.51964723492472,75.98573973275047,0.3119706160333265,1.1975809771346086
1.377717,75.7842865253642,76.885716088101,76.33500130673261,0.3172345718252833,1.1992216931624935
1.426959,75.08259767642167,76.26321984395852,75.6729087601901,0.3119405114411602,1.197551201142382
1.476176,75.26098302254259,76.49153837994045,75.87626070124152,0.3115019968336047,1.196514562329417
1.525336,75.39649968987516,76.53435909830695,75.96542939409105,0.3122234901941962,1.1973759758223723
1.574571,75.56782969854652,76.63890450788601,76.10336710321627,0.3122107398439662,1.1983045228112132
1.6237359999999998,75.69020332808046,76.5596689508739,76.12493613947717,0.3092624608097869,1.198387146811322
1.672947,75.36056460509212,76.35378858699436,75.85717659604325,0.3080863422150301,1.197634075469198
