Time [s],CA left [°],CA right [°],CA mean [°],Volume [μl],Baseline [mm]
0.0,66.20064440826124,68.52046600795273,67.36055520810699,0.311148570731586,1.2302832811244515
0.049072,66.09840869285821,67.50023799648305,66.79932334467063,0.2918506605462383,1.226738665376299
0.0982789999999999,67.93593155985519,68.58209811971712,68.25901483978615,0.2865391737675261,1.2363165173265986
0.14747,68.24252942444592,68.2510322244333,68.24678082443961,0.2746108519286953,1.2359185221721056
0.1966689999999999,67.37839914017589,67.47293331678927,67.42566622848258,0.2727862806259657,1.230795179806451
0.245879,67.82078573925091,68.83856565759415,68.32967569842253,0.2936616952145459,1.2365099842299172
0.29507,67.02393463951014,67.87543756545385,67.44968610248199,0.2877408641135564,1.2309683163308598
0.344248,66.55487617344433,66.88515582775655,66.72001600060044,0.2730857228573026,1.2253038156695353
0.393466,68.19181170200835,68.43958230178457,68.31569700189647,0.2809453951238113,1.23622933621912
0.442685,68.20163293174362,68.77493384037133,68.48828338605747,0.282299883561579,1.2371345460625311
0.491869,67.13165259058546,67.77037619881428,67.45101439469987,0.283384691227407,1.2310149216874604
0.541079,66.90117727883501,68.10579949428566,67.50348838656033,0.2937624044348766,1.2311438108299737
0.590349,66.54655172166233,67.71385504572103,67.13020338369168,0.2877116830062817,1.228589039198737
0.639618,67.14544893154753,67.82093545854225,67.4831921950449,0.2820489963703051,1.2311360225255232
0.688847,66.7413368011367,67.022580893879,66.88195884750785,0.2729571778698356,1.2267539667671317
0.7378939999999999,66.7464747222641,67.34355415024753,67.04501443625581,0.2778643053122346,1.227815418310917
0.7871159999999999,66.89059529399495,67.7204193220739,67.30550730803442,0.2845649069749292,1.22925510379445
0.836313,66.44360348249103,68.23655856478295,67.340081023637,0.2988615486805378,1.2294989302910413
0.885516,65.73765741438795,68.02727313865779,66.88246527652288,0.3058819702575563,1.2274098335715462
0.934771,66.3658797449995,68.38911727854945,67.37749851177448,0.3037572089555655,1.2303238718836722
