x-axis,1,2
second,Volt,Volt
-100.0000E-09,-361.5147612763E-03,-325.0800548885E-03
-99.6875E-09,-365.7547109797E-03,-312.0461354301E-03
-99.3750E-09,-369.5235551604E-03,-298.6981456233E-03
-99.0625E-09,-373.2923993412E-03,-284.8790502940E-03
-98.7500E-09,-377.1397611090E-03,-271.6095780743E-03
-98.4375E-09,-380.4374997671E-03,-257.8690003320E-03
-98.1250E-09,-383.1070977285E-03,-243.5787994800E-03
-97.8125E-09,-385.1485549931E-03,-229.9167393248E-03
-97.5000E-09,-387.7396353673E-03,-215.5480208858E-03
-97.1875E-09,-390.3307157416E-03,-200.9437496854E-03
-96.8750E-09,-392.4506905933E-03,-186.7320664205E-03
-96.5625E-09,-394.2565950965E-03,-171.4211369363E-03
-96.2500E-09,-396.0624995998E-03,-156.6598305617E-03
-95.9375E-09,-397.4758161676E-03,-141.1133483161E-03
-95.6250E-09,-398.2609920386E-03,-125.5668660706E-03
-95.3125E-09,-398.6535799741E-03,-111.2766652186E-03
-95.0000E-09,-398.9676503224E-03,-96.5153588440E-03
-94.6875E-09,-398.9676503224E-03,-80.3407359017E-03
-94.3750E-09,-398.4965447999E-03,-64.8727712432E-03
-94.0625E-09,-398.3395096257E-03,-49.6403593461E-03
-93.7500E-09,-397.5543337547E-03,-34.0938771005E-03
-93.4375E-09,-396.6906402966E-03,-18.4688772679E-03
-93.1250E-09,-395.7484292514E-03,-2.4512894997E-03
-92.8125E-09,-393.7854895739E-03,+12.3885344619E-03
-92.5000E-09,-391.5084795481E-03,+28.2490870559E-03
-92.1875E-09,-389.4670222835E-03,+43.7170517143E-03
-91.8750E-09,-386.4833539737E-03,+58.3998405018E-03
-91.5625E-09,-383.4996856640E-03,+73.5537348119E-03
-91.2500E-09,-380.2804645929E-03,+88.3150411864E-03
-90.9375E-09,-377.3753138703E-03,+103.8615234320E-03
-90.6250E-09,-374.0775752121E-03,+119.4080056775E-03
-90.3125E-09,-370.1516958572E-03,+134.0122768779E-03
-90.0000E-09,-366.0687813281E-03,+148.3809953170E-03
-89.6875E-09,-362.2999371473E-03,+163.2993368657E-03
-89.3750E-09,-357.8244346827E-03,+177.5895377177E-03
-89.0625E-09,-352.3282035858E-03,+191.8012209826E-03
-88.7500E-09,-348.0882538825E-03,+205.6988338991E-03
-88.4375E-09,-342.9060931339E-03,+220.2245875123E-03
-88.1250E-09,-337.3313444499E-03,+234.2792356030E-03
-87.8125E-09,-332.5417716369E-03,+247.3916726485E-03
-87.5000E-09,-326.4959174303E-03,+260.8966976295E-03
-87.1875E-09,-319.9789577011E-03,+274.1661698492E-03
-86.8750E-09,-314.0901386687E-03,+287.3571244818E-03
-86.5625E-09,-308.1228020492E-03,+300.3910439402E-03
-86.2500E-09,-301.3702895587E-03,+312.4042347663E-03
-85.9375E-09,-294.7748122424E-03,+325.0455662892E-03
-85.6250E-09,-287.9437821648E-03,+337.5298626379E-03
-85.3125E-09,-280.8771993259E-03,+348.8363951801E-03
-85.0000E-09,-273.5750637257E-03,+359.9073749610E-03
-84.6875E-09,-265.6447874288E-03,+370.7428019807E-03
-84.3750E-09,-258.1070990673E-03,+381.6567465874E-03
-84.0625E-09,-249.5486820735E-03,+392.2566208457E-03
-83.7500E-09,-241.6969233636E-03,+402.4639071686E-03
-83.4375E-09,-233.4525767183E-03,+412.8282286656E-03
-83.1250E-09,-224.4230542019E-03,+423.1140325755E-03
-82.8125E-09,-215.8646372081E-03,+431.9865199177E-03
-82.5000E-09,-207.1491850402E-03,+440.2308665631E-03
-82.1875E-09,-198.6692856335E-03,+449.9670473633E-03
-81.8750E-09,-190.1108686398E-03,+458.3684291829E-03
-81.5625E-09,-180.4532054266E-03,+466.2201878928E-03
-81.2500E-09,-171.2666477361E-03,+473.6008410800E-03
-80.9375E-09,-161.7660196971E-03,+480.6674239189E-03
-80.6250E-09,-151.7157685485E-03,+488.4406650417E-03
-80.3125E-09,-142.2936580966E-03,+495.1146599451E-03
-80.0000E-09,-132.7930300577E-03,+500.5323734549E-03
-79.6875E-09,-122.9783316703E-03,+506.4211924873E-03
-79.3750E-09,-112.6140101733E-03,+512.0744587584E-03
-79.0625E-09,-102.6422766117E-03,+517.0995843328E-03
-78.7500E-09,-92.1994375276E-03,+521.8891571458E-03
-78.4375E-09,-82.5417743145E-03,+525.6580013265E-03
-78.1250E-09,-72.3344879916E-03,+530.1335037911E-03
-77.8125E-09,-62.4412720172E-03,+533.9808655590E-03
-77.5000E-09,-52.3125032814E-03,+536.9645338687E-03
-77.1875E-09,-41.2415235005E-03,+539.5556142430E-03
-76.8750E-09,-30.7986844164E-03,+542.2252122044E-03
-76.5625E-09,-21.5336091387E-03,+543.9525991205E-03
-76.2500E-09,-11.4048404030E-03,+545.0518453399E-03
-75.9375E-09,-962.0013188E-06,+546.5436794948E-03
-75.6250E-09,+9.8734257008E-03,+547.7999608884E-03
-75.3125E-09,+20.2377471978E-03,+548.8206895207E-03
-75.0000E-09,+30.2094807594E-03,+548.8206895207E-03
-74.6875E-09,+40.1812143209E-03,+548.6636543465E-03
-74.3750E-09,+49.4462895986E-03,+547.6429257142E-03
-74.0625E-09,+59.3395055730E-03,+546.3866443206E-03
-73.7500E-09,+69.1542039603E-03,+545.0518453399E-03
-73.4375E-09,+79.3614902832E-03,+543.0889056624E-03
-73.1250E-09,+89.8828469544E-03,+540.1837549398E-03
-72.8125E-09,+99.8545805160E-03,+537.4356393913E-03
-72.5000E-09,+109.5122437291E-03,+535.0015941913E-03
