x-axis,1,2
second,Volt,Volt
-500.0000E-09,+250.4352967298E-03,+63.7892971099E-03
-499.5000E-09,+250.6237389389E-03,+47.3006038192E-03
-499.0000E-09,+250.3410756253E-03,+30.8119105284E-03
-498.5000E-09,+249.4930856847E-03,+14.4802524119E-03
-498.0000E-09,+248.2053972562E-03,-3.1862046853E-03
-497.5000E-09,+246.7292666188E-03,-19.9104507374E-03
-497.0000E-09,+244.9704726678E-03,-36.8702495507E-03
-496.5000E-09,+241.9868043580E-03,-53.7515307769E-03
-496.0000E-09,+239.0345430831E-03,-71.2609527000E-03
-495.5000E-09,+235.4227340766E-03,-88.4563042746E-03
-495.0000E-09,+231.4026336171E-03,-105.4946206750E-03
-494.5000E-09,+226.9428346699E-03,-122.2188667271E-03
-494.0000E-09,+222.2003724091E-03,-139.3357007146E-03
-493.5000E-09,+217.1124327651E-03,-156.0599467666E-03
-493.0000E-09,+211.3021313198E-03,-173.1767807542E-03
-492.5000E-09,+204.9893173171E-03,-188.8802981739E-03
-492.0000E-09,+198.8021314537E-03,-204.9764035292E-03
-491.5000E-09,+191.9868048935E-03,-220.6014033618E-03
-491.0000E-09,+184.7631868804E-03,-236.6189911300E-03
-490.5000E-09,+177.6023829370E-03,-250.5166040464E-03
-490.0000E-09,+169.7192171923E-03,-264.5712521371E-03
-489.5000E-09,+161.7418303431E-03,-279.1755233375E-03
-489.0000E-09,+153.4817801803E-03,-291.8168548604E-03
-488.5000E-09,+144.7192174601E-03,-304.4581863833E-03
-488.0000E-09,+135.9566547398E-03,-316.6284123836E-03
-487.5000E-09,+126.5345442880E-03,-327.1497690548E-03
-487.0000E-09,+117.0810268013E-03,-338.3777840100E-03
-486.5000E-09,+107.5018811752E-03,-348.1139648102E-03
-486.0000E-09,+97.4830370614E-03,-358.0856983717E-03
-485.5000E-09,+87.7468562612E-03,-366.6441153655E-03
-485.0000E-09,+76.9428362764E-03,-375.3595675335E-03
-484.5000E-09,+66.4842936749E-03,-382.7402207208E-03
-484.0000E-09,+55.9315299688E-03,-390.0423563209E-03
-483.5000E-09,+45.1275099840E-03,-397.4230095082E-03
-483.0000E-09,+34.5433392431E-03,-402.3696174954E-03
-482.5000E-09,+23.7707262931E-03,-407.2377078956E-03
-482.0000E-09,+12.7468570645E-03,-412.7339389925E-03
-481.5000E-09,+2.2255003932E-03,-417.9946173281E-03
-481.0000E-09,-8.8925899400E-03,-420.5856977023E-03
-480.5000E-09,-19.5709817854E-03,-423.3338132508E-03
-480.0000E-09,-30.1237454915E-03,-426.4745167348E-03
-479.5000E-09,-41.3046498943E-03,-428.9085619348E-03
-479.0000E-09,-51.8260065656E-03,-430.2433609155E-03
-478.5000E-09,-62.4415843413E-03,-429.6152202187E-03
-478.0000E-09,-73.0885691519E-03,-429.8507729800E-03
-477.5000E-09,-83.6413328580E-03,-428.5944915864E-03
-477.0000E-09,-93.6601769718E-03,-425.9248936250E-03
-476.5000E-09,-103.6162070159E-03,-423.1767780766E-03
-476.0000E-09,-113.3523878162E-03,-418.7012756120E-03
-475.5000E-09,-122.9315334422E-03,-415.3250193667E-03
-475.0000E-09,-132.4478649986E-03,-411.0065520763E-03
-474.5000E-09,-141.8385684156E-03,-403.5473813019E-03
-474.0000E-09,-150.9780155539E-03,-397.8155974437E-03
-473.5000E-09,-159.8033923438E-03,-389.6497683854E-03
-473.0000E-09,-168.1262565762E-03,-381.2483865658E-03
-472.5000E-09,-176.6375630177E-03,-372.7684871592E-03
-472.0000E-09,-184.6463569018E-03,-363.1108239460E-03
-471.5000E-09,-192.2154522981E-03,-352.0398441651E-03
-471.0000E-09,-199.7531406596E-03,-341.6755226681E-03
-470.5000E-09,-206.4428390804E-03,-330.3689901258E-03
-470.0000E-09,-213.0069093619E-03,-316.9424827319E-03
-469.5000E-09,-219.2569092949E-03,-305.0863270800E-03
-469.0000E-09,-225.1300248099E-03,-292.3664779700E-03
-468.5000E-09,-230.3121855584E-03,-277.4481364213E-03
-468.0000E-09,-235.3373111328E-03,-263.4720059177E-03
-467.5000E-09,-239.7342960103E-03,-249.7314281754E-03
-467.0000E-09,-243.5973612956E-03,-234.1064283427E-03
-466.5000E-09,-247.0521351279E-03,-218.6384636843E-03
-466.0000E-09,-250.1928386118E-03,-203.7986397226E-03
-465.5000E-09,-253.0508787822E-03,-187.6240167803E-03
-465.0000E-09,-255.3435923255E-03,-171.2138410766E-03
-464.5000E-09,-256.9139440675E-03,-154.4895950246E-03
-464.0000E-09,-258.2644465656E-03,-137.5297962113E-03
-463.5000E-09,-258.6727380185E-03,-121.1981380947E-03
-463.0000E-09,-259.2066576108E-03,-104.5524096298E-03
-462.5000E-09,-258.9868083669E-03,-86.4148470100E-03
-462.0000E-09,-258.3900747049E-03,-69.5335657837E-03
-461.5000E-09,-257.4478636598E-03,-52.0241438607E-03
-461.0000E-09,-255.5634415694E-03,-34.4362043506E-03
-460.5000E-09,-253.4591702351E-03,-17.4764055373E-03
-460.0000E-09,-251.0722355873E-03,+111.5339729E-06
-459.5000E-09,-248.5910798350E-03,+18.0920614185E-03
-459.0000E-09,-244.9792708285E-03,+35.3659305802E-03
-458.5000E-09,-241.1790196129E-03,+53.1109052645E-03
-458.0000E-09,-237.0961050838E-03,+69.9921864907E-03
-457.5000E-09,-232.8561553804E-03,+86.8734677170E-03
-457.0000E-09,-227.7682157364E-03,+103.9117841174E-03
-456.5000E-09,-222.1777635350E-03,+121.4997236275E-03
-456.0000E-09,-216.0847987761E-03,+137.5173113957E-03
