x-axis,1,2
second,Volt,Volt
-500.0000E-09,+215.9189654412E-03,+42.5895485932E-03
-499.5000E-09,+216.0760006154E-03,+28.5349005026E-03
-499.0000E-09,+215.6363021277E-03,+14.0876644764E-03
-498.5000E-09,+214.8197192219E-03,-830.6770724E-06
-498.0000E-09,+213.7518800373E-03,-15.7490186211E-03
-497.5000E-09,+212.4327845740E-03,-30.0392194731E-03
-497.0000E-09,+210.1400710308E-03,-44.7220082606E-03
-496.5000E-09,+207.7845434178E-03,-59.3262794610E-03
-496.0000E-09,+204.8950962126E-03,-74.4016561839E-03
-495.5000E-09,+201.6287645893E-03,-87.9851987520E-03
-495.0000E-09,+198.2682118614E-03,-103.4531634105E-03
-494.5000E-09,+194.4679606458E-03,-117.8218818495E-03
-494.0000E-09,+190.0709757683E-03,-131.4839420047E-03
-493.5000E-09,+185.6739908908E-03,-146.4022835535E-03
-493.0000E-09,+180.9001215952E-03,-159.2791678377E-03
-492.5000E-09,+175.6865538118E-03,-173.5693686897E-03
-492.0000E-09,+170.0646945756E-03,-186.8388409093E-03
-491.5000E-09,+163.9717298167E-03,-199.9512779548E-03
-491.0000E-09,+158.2242424411E-03,-212.2785391293E-03
-490.5000E-09,+151.7858002990E-03,-225.1554234135E-03
-490.0000E-09,+144.8762526343E-03,-237.0115790655E-03
-489.5000E-09,+137.7782627605E-03,-248.3181116077E-03
-489.0000E-09,+130.2091673642E-03,-258.9179858660E-03
-488.5000E-09,+122.6714790027E-03,-269.9889656469E-03
-488.0000E-09,+114.6940921535E-03,-279.7251464472E-03
-487.5000E-09,+106.3084138514E-03,-289.6183624216E-03
-487.0000E-09,+97.9855496189E-03,-297.7841914799E-03
-486.5000E-09,+89.5370572471E-03,-306.4996436479E-03
-486.0000E-09,+80.9315297010E-03,-314.0373320093E-03
-485.5000E-09,+72.2003740156E-03,-321.6535379579E-03
-485.0000E-09,+63.2807761212E-03,-328.4060504484E-03
-484.5000E-09,+54.2355500874E-03,-334.9230101776E-03
-484.0000E-09,+45.2217310885E-03,-339.7911005777E-03
-483.5000E-09,+36.1136909851E-03,-345.7584371972E-03
-483.0000E-09,+26.9742438468E-03,-350.3124572490E-03
-482.5000E-09,+17.7091685691E-03,-353.9242662555E-03
-482.0000E-09,+8.3184651521E-03,-357.8501456104E-03
-481.5000E-09,-1.0408312301E-03,-359.8916028750E-03
-481.0000E-09,-10.8712331348E-03,-362.7182360106E-03
-480.5000E-09,-20.5131928306E-03,-364.8382108622E-03
-480.0000E-09,-29.8724892127E-03,-365.8589394945E-03
