x-axis,1,2
second,Volt,Volt
-500.0000E-09,+294.7440093667E-03,+51.0694479999E-03
-499.5000E-09,+293.5662455602E-03,+29.6341467219E-03
-499.0000E-09,+291.6033058827E-03,+8.1988454440E-03
-498.5000E-09,+288.7766727472E-03,-13.3934910082E-03
-498.0000E-09,+285.0078285664E-03,-34.6717571119E-03
-497.5000E-09,+281.2389843857E-03,-56.1070583899E-03
-497.0000E-09,+276.7634819211E-03,-77.7779124292E-03
-496.5000E-09,+271.5813211726E-03,-98.9776609458E-03
-496.0000E-09,+265.4569493789E-03,-120.4914798109E-03
-495.5000E-09,+259.8822006948E-03,-141.7697459147E-03
-495.0000E-09,+253.3652409656E-03,-163.1265296055E-03
-494.5000E-09,+245.3564470816E-03,-183.9336901867E-03
-494.0000E-09,+238.9180049395E-03,-204.8193683550E-03
-493.5000E-09,+231.4588341651E-03,-224.9198706522E-03
-493.0000E-09,+222.4293116487E-03,-245.1774081237E-03
-492.5000E-09,+213.7138594808E-03,-265.2779104210E-03
-492.0000E-09,+204.3702666160E-03,-284.8287896086E-03
-491.5000E-09,+195.4192616868E-03,-303.2019049897E-03
-491.0000E-09,+185.5260457123E-03,-320.9468796740E-03
-490.5000E-09,+176.1824528476E-03,-337.9066784874E-03
-490.0000E-09,+165.0329554795E-03,-355.0235124749E-03
-489.5000E-09,+154.9041867438E-03,-370.5699947204E-03
-489.0000E-09,+142.7339607435E-03,-384.9387131595E-03
-488.5000E-09,+131.9770513110E-03,-401.0348185148E-03
-488.0000E-09,+119.8853428977E-03,-413.9902203861E-03
-487.5000E-09,+108.5788103555E-03,-427.7307981283E-03
-487.0000E-09,+96.4085843552E-03,-439.4299186061E-03
-486.5000E-09,+83.6887352452E-03,-451.6786621935E-03
-486.0000E-09,+70.8118509610E-03,-462.7496419744E-03
-485.5000E-09,+59.0342128962E-03,-472.9569282972E-03
-485.0000E-09,+46.1573286120E-03,-482.8501442717E-03
-484.5000E-09,+33.2019267407E-03,-491.0159733299E-03
-484.0000E-09,+20.7176303920E-03,-500.5166013689E-03
-483.5000E-09,+7.7622285207E-03,-507.5831842078E-03
-483.0000E-09,-5.5072436990E-03,-514.1001439370E-03
-482.5000E-09,-17.7559872864E-03,-521.0096916017E-03
-482.0000E-09,-30.4758363964E-03,-525.8777820018E-03
-481.5000E-09,-43.4312382677E-03,-530.1962492922E-03
-481.0000E-09,-56.4651577261E-03,-533.4939879504E-03
-480.5000E-09,-69.4205595974E-03,-536.6346914343E-03
-480.0000E-09,-81.1981976622E-03,-537.7339376537E-03
