x-axis,1,2
second,Volt,Volt
-100.0000E-09,-119.8200374529E-03,-131.9905608761E-03
-99.6875E-09,-121.7672736129E-03,-127.4365408244E-03
-99.3750E-09,-123.5888816336E-03,-123.2908122256E-03
-99.0625E-09,-125.2063439279E-03,-118.6425710694E-03
-98.7500E-09,-126.9651378789E-03,-113.9315158434E-03
-98.4375E-09,-128.5040825860E-03,-109.3774957917E-03
-98.1250E-09,-129.9331026712E-03,-104.3209631825E-03
-97.8125E-09,-131.2521981345E-03,-99.5156868521E-03
-97.5000E-09,-132.4770724932E-03,-94.3963401733E-03
-97.1875E-09,-133.7176503694E-03,-89.0885512854E-03
-96.8750E-09,-134.7226754842E-03,-84.2832749549E-03
-96.5625E-09,-135.7119970817E-03,-79.0383001367E-03
-96.2500E-09,-136.7170221965E-03,-74.0759886321E-03
-95.9375E-09,-137.4236804804E-03,-69.0822700926E-03
-95.6250E-09,-137.9733035901E-03,-63.4604108564E-03
-95.3125E-09,-138.5229266998E-03,-58.4038782472E-03
-95.0000E-09,-138.8684040830E-03,-53.1274963942E-03
-94.6875E-09,-139.3552131231E-03,-47.3486019837E-03
-94.3750E-09,-139.6221729192E-03,-42.3548834442E-03
-94.0625E-09,-139.9205397502E-03,-36.7330242079E-03
-93.7500E-09,-140.1089819592E-03,-31.3624212504E-03
-93.4375E-09,-140.1246854766E-03,-26.0860393973E-03
-93.1250E-09,-139.9833538198E-03,-20.3699590566E-03
-92.8125E-09,-139.7320975411E-03,-14.9679490642E-03
-92.5000E-09,-139.4337307102E-03,-9.3460898279E-03
-92.1875E-09,-139.1039568443E-03,-3.5671954174E-03
-91.8750E-09,-138.6014442869E-03,+1.6777794008E-03
-91.5625E-09,-138.1460422817E-03,+7.4566738112E-03
-91.2500E-09,-137.7220473114E-03,+12.9529049082E-03
-90.9375E-09,-137.1253136494E-03,+18.1978797264E-03
-90.6250E-09,-136.3401377785E-03,+23.8197389626E-03
-90.3125E-09,-135.2251880417E-03,+29.0333067460E-03
-90.0000E-09,-134.1730523745E-03,+34.3410956339E-03
-89.6875E-09,-133.0895096726E-03,+39.9943619050E-03
-89.3750E-09,-131.9431529009E-03,+44.9252663748E-03
-89.0625E-09,-130.5769468854E-03,+50.4529045065E-03
-88.7500E-09,-129.2421479047E-03,+55.7292863596E-03
-88.4375E-09,-127.9230524415E-03,+60.5659697248E-03
-88.1250E-09,-126.1799620079E-03,+65.9993867521E-03
-87.8125E-09,-124.4839821265E-03,+70.8360701174E-03
-87.5000E-09,-122.8508163149E-03,+75.8926027265E-03
