498.13753917,0.00092350
498.29442466,0.00013204
498.45131842,-0.00043420
498.60822047,0.00170372
498.76513079,0.00284262
498.92204938,0.00201740
499.07897625,0.00179335
499.23591138,0.00219136
499.39285479,0.00037922
499.54980645,0.00106968
499.70676638,0.00044074
499.86373458,0.00176495
500.02071102,0.00067063
500.17769573,0.00017117
500.33468869,0.00081692
500.49168989,0.00125419
500.64869935,0.00149543
500.80571706,0.00076612
500.96274300,0.00077180
501.11977719,0.00180493
501.27681962,0.00113748
501.43387029,0.00042959
501.59092919,0.00221991
501.74799632,-0.00044611
501.90507169,-0.00055845
502.06215528,0.00149042
502.21924710,0.00131666
502.37634714,0.00283133
502.53345540,0.00215295
502.69057188,0.00070510
502.84769658,0.00118739
503.00482949,0.00091778
503.16197062,0.00022132
503.31911995,-0.00040699
503.47627749,0.00123732
503.63344324,0.00130507
503.79061719,0.00225312
503.94779934,0.00121545
504.10498968,0.00160279
504.26218823,0.00099047
504.41939496,0.00007555
504.57660989,0.00105790
504.73383301,0.00232085
504.89106431,0.00150680
505.04830380,0.00133323
505.20555147,0.00218034
505.36280732,0.00102990
505.52007134,-0.00006430
505.67734355,0.00114812
505.83462392,0.00183258
505.99191247,0.00072705
506.14920918,0.00014291
506.30651406,0.00136704
506.46382710,0.00094576
506.62114830,-0.00067552
506.77847767,0.00103519
506.93581519,0.00115942
507.09316086,0.00072734
507.25051469,0.00152933
507.40787666,0.00151303
507.56524679,0.00167486
507.72262505,0.00070442
507.88001147,0.00038469
508.03740602,-0.00018769
508.19480871,0.00259564
508.35221953,0.00227032
508.50963849,0.00135060
508.66706558,0.00119362
508.82450080,0.00146861
508.98194415,0.00133315
509.13939562,0.00224252
509.29685522,0.00071567
509.45432293,0.00141724
509.61179876,0.00103574
509.76928271,-0.00020423
509.92677477,0.00131611
510.08427494,-0.00054693
510.24178321,0.00067634
510.39929960,0.00058100
510.55682409,0.00126567
510.71435668,0.00079965
510.87189737,0.00076091
511.02944615,0.00085645
511.18700303,0.00041266
511.34456800,0.00078309
511.50214106,0.00187154
511.65972221,0.00104743
511.81731145,0.00215819
511.97490877,-0.00036139
512.13251417,0.00003719
512.29012764,0.00201262
512.44774920,0.00204577
512.60537882,0.00264689
512.76301652,0.00068815
512.92066229,0.00233763
513.07831613,0.00072760
513.23597803,0.00169211
513.39364799,0.00118120
513.55132601,0.00017110
513.70901209,0.00082868
513.86670622,0.00069904
514.02440841,0.00229282
514.18211865,0.00140082
514.33983694,0.00092865
514.49756327,0.00127718
514.65529765,-0.00097908
514.81304007,0.00056973
514.97079053,0.00117582
515.12854902,0.00094016
515.28631555,0.00196192
515.44409012,0.00138379
515.60187271,0.00018796
515.75966333,0.00036756
515.91746198,-0.00001926
516.07526865,0.00132193
516.23308334,0.00107975
516.39090604,0.00046911
516.54873677,0.00055335
516.70657551,0.00101881
516.86442226,0.00201814
517.02227702,0.00069910
517.18013979,0.00159669
517.33801056,0.00077240
517.49588933,0.00102410
517.65377611,0.00239935
517.81167088,0.00175404
517.96957365,0.00129437
518.12748441,0.00082752
518.28540316,0.00300528
518.44332990,0.00076603
518.60126463,0.00238828
518.75920734,0.00106355
518.91715803,0.00397650
519.07511671,0.00023341
519.23308336,0.00175984
519.39105798,0.00056998
519.54904058,0.00143427
519.70703115,0.00076089
519.86502968,0.00078899
520.02303618,0.00287621
520.18105065,0.00080008
520.33907307,0.00198470
520.49710346,0.00110319
520.65514180,0.00136705
520.81318809,0.00054786
520.97124234,0.00236018
521.12930454,0.00269135
521.28737468,0.00248887
521.44545277,0.00049644
521.60353880,0.00045238
521.76163277,0.00125992
521.91973468,0.00163570
522.07784452,0.00164697
522.23596230,0.00249487
522.39408801,0.00188348
522.55222165,0.00088480
522.71036322,0.00203509
522.86851271,0.00071095
523.02667012,0.00167550
523.18483545,0.00101300
523.34300870,0.00319081
523.50118986,0.00160237
523.65937894,0.00288773
523.81757592,0.00095692
523.97578082,0.00143452
524.13399362,0.00188841
524.29221432,0.00280949
524.45044293,0.00199543
524.60867943,0.00193394
524.76692383,0.00339855
524.92517613,0.00069365
525.08343631,0.00067630
525.24170439,0.00278653
525.39998036,0.00273588
525.55826420,0.00118167
525.71655594,0.00235422
525.87485555,0.00234355
526.03316304,0.00198982
526.19147841,0.00131126
526.34980165,0.00059327
526.50813276,0.00254505
526.66647174,0.00120954
526.82481859,0.00174324
526.98317330,0.00149556
527.14153587,0.00145065
527.29990631,0.00094576
527.45828460,0.00238823
527.61667074,0.00198945
527.77506474,0.00143374
527.93346659,-0.00011485
528.09187629,0.00144031
528.25029383,0.00095130
528.40871922,0.00183873
528.56715245,0.00221413
528.72559352,0.00109159
528.88404242,0.00312925
529.04249916,0.00105752
529.20096373,0.00197268
529.35943614,0.00270831
529.51791636,0.00156279
529.67640442,0.00126568
529.83490030,0.00115342
529.99340399,0.00156402
530.15191551,0.00293242
530.31043484,0.00224260
530.46896199,0.00145680
530.62749695,0.00042369
530.78603971,0.00251153
530.94459029,0.00051404
531.10314866,0.00039040
531.26171485,0.00151858
531.42028883,0.00499732
531.57887060,0.00150139
531.73746018,0.00104121
531.89605754,0.00271342
532.05466270,0.00193876
532.21327565,0.00225325
532.37189638,0.00273616
532.53052489,0.00127692
532.68916119,0.00207930
532.84780527,0.00118691
533.00645712,0.00105290
533.16511675,0.00108092
533.32378415,0.00189916
533.48245932,0.00027856
533.64114226,0.00060926
533.79983296,0.00248380
533.95853143,0.00060473
534.11723765,0.00139515
534.27595164,0.00055854
534.43467338,0.00325751
534.59340288,0.00134908
534.75214013,0.00104128
534.91088512,0.00174218
535.06963787,0.00217428
535.22839836,0.00078872
535.38716659,0.00174310
535.54594256,0.00195596
535.70472627,0.00027250
535.86351771,0.00096250
536.02231689,0.00261255
536.18112380,0.00181579
536.33993844,0.00180518
536.49876080,0.00095688
536.65759089,0.00183304
536.81642870,0.00046321
536.97527423,0.00195604
